`mesh_descriptor_uid`,`previous_indexing`,`mesh_previous_indexing_id`
D000069278,Transposition of Great Vessels (1971-2015),158
D000069279,Epilepsy (1968-2015),159
D000069280,Electroencephalography (1965-2015),160
D000069281,Pituitary Diseases (1967-2015),161
D000069282,Lacrimal Apparatus Diseases (1973-2015),162
D000069290,Hernia (1966-2015),163
D000069292,Apoptosis (2005-2015),164
D000069293,"Lymphoma, Large B-Cell, Diffuse (1998-2015)",165
D000069295,Carcinoma (2010-2015),166
D000069296,Bacterial Secretion Systems (2010-2015),167
D000069316,Acne Vulgaris (1964-2015),168
D000069319,Bacterial Secretion Systems (2010-2015),169
D000069320,Bacterial Secretion Systems (2010-2015),170
D000069321,Cellular Reprogramming (2014-2015),171
D000069322,Stents (2014-2015),172
D000069336,Cerebrovascular Circulation (1997-2015),173
D000069337,Kidney Diseases (1963-2015),174
D000069338,Nervous System Diseases (1965-2015),175
D000069339,Hysterectomy (1988-2015),176
D000069340,Drug Prescriptions (2007-2015),177
D000069341,Continuity of Patient Care (1987-2015),178
D000069342,Unnecessary Procedures (2014-2015),179
D000069343,Osseointegration (1989-2015),180
D000069350,Telemedicine (1996-2015),181
D000069356,Paracentesis (1997-2015),182
D000069376,Bacterial Secretion Systems (2010-2015),183
D000069377,Bacterial Secretion Systems (2010-2015),184
D000069396,Ribosomes (1964-2015),185
D000069416,Microscopy (1963-2015),186
D000069436,Pharmacological Phenomena (1998-2015),187
D000069453,Ultrasonography (1963-2015),188
D000069456,Mutation (1982-2015),189
D000069457,Forecasting (1977-2015),190
D000069463,Plant Oils (1986-2015),191
D000069466,Meat (1975-2015),192
D000069475,Radiotherapy (1965-2015),193
D000069497,Organelle Biogenesis (1978-2015),194
D000069520,Blogging  (2010-2015),195
D000069537,"Day Care, Medical (1981-2015)",196
D000069544,Encephalitis (1964-2015),197
D000069555,Injections (1968-2015),198
D000069577,Minimally Invasive Surgical Procedures (2000-2015),199
D000069584,Breast Neoplasms (1977-2015),200
D000069590,Ligaments (1966-2015),201
D000069592,Ligaments (1963-2015),202
D000069593,Ligaments (1963-2015),203
D000069599,Agriculture (1978-2015),204
D000069602,Poverty (1975-2015),205
D000069603,Polyethylene (2000-2015),206
D000069756,Transients and Migrants (1981-2015),207
D000069796,"Adipose Tissue, Brown (2013-2016)",208
D000069797,"Adipose Tissue, Brown (2012-2016)",209
D000069816,Membrane Transport Proteins (1999-2016),210
D000069856,Kidney Calculi (1963-2016),211
D000069877,Phosphates (1963-2016),212
D000069956,Cacao (1963-2016),213
D000069976,Bacillus (1963-2016),214
D000069977,Bacillus (1967-2016),215
D000069978,Bifidobacterium (1983-2016),216
D000069979,Bacillus (1963-2016),217
D000069980,Lactobacillus (1992-2016),218
D000069981,Escherichia coli Infections (2001-2016),219
D000069982,Bifidobacterium (1992-2016),220
D000069983,Saccharomyces (1982-2016),221
D000069984,Bifidobacterium (1984-2016),222
D000069985,Bifidobacterium (1984-2016),223
D000069996,Lactobacillus (1963-2016),224
D000069997,"Resins, Plant (2003-2016)",225
D000069998,Lactobacillus (1984-2016),226
D000069999,Lactobacillus (1992-2016),227
D000070,Propylamines (1974),228
D000070000,Bacillus (1963-2016),229
D000070001,Streptococcus (1963-2016),230
D000070002,Propionibacterium (1963-2016),231
D000070003,Lactobacillus (1995-2016),232
D000070004,Ocimum (1995-2016),233
D000070005,Bifidobacterium (1984-2016),234
D000070006,Pediococcus (1963-2016),235
D000070007,Leuconostoc (1963-2016),236
D000070016,Pediococcus (1975-2016),237
D000070017,Bacteriocins (1990-2016),238
D000070018,Lactobacillus (1963-2016),239
D000070019,Bacillus (2000-2016),240
D000070036,Gram-Positive Bacteria (2002-2016),241
D000070037,Gram-Positive Bacteria (2002-2016),242
D000070057,Paenibacillus (2010-2016),243
D000070058,Streptococcus (1996-2016),244
D000070059,Paenibacillus (2010-2016),245
D000070060,Bdellovibrio (1977-2016),246
D000070076,Enterococcus (1967-2016),247
D000070077,Bacteroides (1971-2016),248
D000070079,Aeromonas (1987-2016),249
D000070096,Pseudomonas (1972-2016),250
D000070097,Butyrivibrio (2004-2016),251
D000070098,Bacillus (1977-2016),252
D000070099,Streptococcus (1996-2016),253
D000070101,Megasphaera (2004-2016),254
D000070136,Carrier Proteins (1993-2016),255
D000070137,Carrier Proteins (1991-2016),256
D000070156,"Receptors, Cell Surface (2001-2016)",257
D000070177,Lamiaceae (2000-2016),258
D000070197,Streptococcus (2007-2016),259
D000070216,Asteraceae (1999-2016),260
D000070236,Bifidobacterium (1983-2016),261
D000070256,Lactobacillus (1994-2016),262
D000070257,Bifidobacterium (2008-2016),263
D000070260,Teaching (1963-2016),264
D000070276,Heart Rate (1967-2016),265
D000070376,"Insurance, Health (2010-2016)",266
D000070379,Attention (1980-2016),267
D000070380,Angiosperms (2010-2016),268
D000070396,Angiosperms (2002-2016),269
D000070416,MicroRNAs (2005-2016),270
D000070437,Liliaceae (2003-2016),271
D000070476,Angiosperms (2000-2016),272
D000070496,Anthropometry (1980-2016),273
D000070497,Life Style (1984-2016),274
D000070516,Cooperative Behavior (1986-2016),275
D000070538,Protein Binding (1990-2016),276
D000070539,"Protein Structure, Tertiary (1994-2016)",277
D000070556,Angiosperms (2006-2016),278
D000070557,Immunoglobulins (1976-2016),279
D000070558,"Foot Deformities, Congenital (1964-2016)",280
D000070559,"Gizzard, Non-avian (1968-2016)",281
D000070576,Nod Signaling Adaptor Proteins (2007-2016),282
D000070579,Parkinson Disease (1992-2016),283
D000070580,Zinc Fingers (1991-2016),284
D000070584,Carrier Proteins (2001-2016),285
D000070585,Cadherins (1995-2016),286
D000070589,"Foot Deformities, Congenital (1964-2016)",287
D000070590,Membrane Transport Proteins (2001-2016),288
D000070591,Metatarsus (1974-2016),289
D000070592,Metatarsus (1964-2016),290
D000070593,DNA-Binding Proteins (1993-2016),291
D000070597,Shoulder (1966-2016),292
D000070598,Knee Injuries (1974-2016),293
D000070599,Shoulder (1966-2016),294
D000070600,"Menisci, Tibial/injuries (1967-2016)",295
D000070601,Dietary Carbohydrates/administration & dosage (1986-2016),296
D000070602,Thorax (1963-2016),297
D000070603,Femur Head (1963-2016),298
D000070604,Talus (1966-2016),299
D000070606,Tendons (1966-2016),300
D000070607,Neuroma (1964-2016),301
D000070614,Intervertebral Disc (1963-2016),302
D000070616,Intervertebral Disc (1963-2016),303
D000070617,Wounds and Injuries (1963-2016),304
D000070621,Urography (1963-2016),305
D000070628,Fracture Fixation (1963-2016),306
D000070630,Muscles (1963-2016),307
D000070631,Bone and Bones (1963-2016),308
D000070632,Tendons (1970-2016),309
D000070633,"Muscle, Skeletal (1965-2016)",310
D000070634,Acetylcholine/metabolism (2001-2016),311
D000070635,Prostheses and Implants (1987-2016),312
D000070636,Tendon Injuries (1975-2016),313
D000070637,Collateral Ligaments (1963-2016),314
D000070638,Elbow Joint (2002-2016),315
D000070639,Tennis Elbow (1987-2016),316
D000070656,Rotator Cuff/physiopathology (1963-2016),317
D000070657,Gout (1990-2016),318
D000070658,Fabaceae (1977-2016),319
D000070660,Poria (2008-2016),320
D000070677,Plants (2000-2016),321
D000070736,Milk (1963-2016),322
D000070777,Faculty (1963-2016),323
D000070779,Soft Tissue Neoplasms (1976-2016),324
D000070797,Proteins (2006-2016),325
D000070799,Fracture Fixation (1963-2016),326
D000070816,"Receptors, Cell Surface (2004-2016)",327
D000070817,"Receptors, Cell Surface (2003-2016)",328
D000070822,"Protein Structure, Tertiary (1998-2016)",329
D000070837,Lysine (2003-2016),330
D000070840,Nuclear Medicine (1975-2016),331
D000070856,Simulation Training (1999-2016),332
D000070857,Exercise Test (1986-2016),333
D000070896,Shoulder Dislocation (1988-2016),334
D000070916,Tendons (1980-2016),335
D000070918,Synovial Membrane (1971-2016),336
D000070956,DNA Repair (1982-2016),337
D000070957,Nuclear Proteins (1995-2016),338
D000070976,DNA Repair Enzymes (2001-2016),339
D000070996,ATP-Binding Cassette Transporters (2001-2016),340
D000070997,ATP-Binding Cassette Transporters (1999-2016),341
D000070998,ATP-Binding Cassette Transporters (2000-2016),342
D000071018,Lipoproteins (2000-2016),343
D000071019,Lipoproteins (2000-2016),344
D000071020,Membrane Proteins (1997-2016),345
D000071036,Sentinel Lymph Node Biopsy (1999-2016),346
D000071037,Neurons (1979-2016),347
D000071038,Neurons (2005-2016),348
D000071039,Cerebral Cortex (1983-2016),349
D000071040,Axons (1973-2016),350
D000071041,Esophagus (1963-2016),351
D000071058,Nuclear Proteins (1994-2016),352
D000071059,Bacteriophages (1967-2016),353
D000071060,Breast (1996-2016),354
D000071061,Pulse (1978-2016),355
D000071062,Suture Techniques (1964-2016),356
D000071063,"Receptors, Cell Surface (2006-2016)",357
D000071064,Fatigue (2010-2016),358
D000071065,Clinical Protocols (1991-2016),359
D000071066,Patient Outcome Assessment (2013-2016),360
D000071067,Pneumonia (1966-2016),361
D000071068,Proto-Oncogene Proteins (2006-2016),362
D000071069,Chronic Disease (2008-2016),363
D000071070,Lipomatosis (1973-2016),364
D000071071,Aneurysm (1963-2016),365
D000071072,Fever (1971-2016),366
D000071074,Sepsis (1964-2016),367
D000071076,Randomized Controlled Trials as Topic (2008-2016),368
D000071077,Neoplasms/surgery (1979-2016),369
D000071078,"Constriction, Pathologic (1980-2016)",370
D000071079,"Constriction, Pathologic (1963-2016)",371
D000071080,Transcranial Magnetic Stimulation (1992-2016),372
D000071081,Treatment Outcome (2001-2016),373
D000071085,"Endoscopy, Gastrointestinal (2003-2016)",374
D000071087,"Endoscopy, Gastrointestinal (2003-2016)",375
D000071096,ADAM Proteins (2006-2016),376
D000071097,ADAM Proteins (2006-2016),377
D000071116,ADAM Proteins (2006-2016),378
D000071117,Clinical Laboratory Techniques (1985-2016),379
D000071118,ADAM Proteins (2006-2016),380
D000071119,ADAM Proteins (2006-2016),381
D000071120,ADAM Proteins (2006-2016),382
D000071137,ADP Ribose Transferases (2006-2016),383
D000071156,Tumor Suppressor Proteins (2008-2016),384
D000071158,Protein-Serine-Threonine Kinases (2005-2016),385
D000071161,Forkhead Transcription Factors (2006-2016),386
D000071162,Peptides (1992-2016),387
D000071163,Tumor Suppressor Proteins (1997-2016),388
D000071176,"Receptors, Cell Surface (1997-2016)",389
D000071179,Intracellular Signaling Peptides and Proteins (2005-2016),390
D000071181,ATP-Binding Cassette Transporters (1994-2016),391
D000071182,Phagosomes (1986-2016),392
D000071183,Microtubule-Associated Proteins (2004-2016),393
D000071184,"Polymorphism, Genetic (1980-2016)",394
D000071185,Pharmacogenetics (2001-2016),395
D000071186,Membrane Proteins (2006-2016),396
D000071187,Microtubule-Associated Proteins (2004-2016),397
D000071189,Protein-Serine-Threonine Kinases (1998-2016),398
D000071190,Microtubule-Associated Proteins (1998-2016),399
D000071192,Small Ubiquitin-Related Modifier Proteins (2008-2016),400
D000071193,Ubiquitin-Activating Enzymes (2006-2016),401
D000071194,Camelus (1968-2016),402
D000071195,Teaching (1972-2016),403
D000071196,"Protein Structure, Tertiary (2001-2016)",404
D000071197,"Protein Structure, Tertiary (2002-2016)",405
D000071199,Carrier Proteins (2002-2016),406
D000071216,Faculty (1963-2016),407
D000071217,Periodicity (1976-2016),408
D000071219,Health Services Research (2010-2016),409
D000071222,Suppressor of Cytokine Signaling Proteins (2006-2016),410
D000071223,Transcription Factors (1997-2016),411
D000071225,Influenza A virus (2013-2016),412
D000071228,Polymers (2004-2016),413
D000071229,Phosphoproteins (2004-2016),414
D000071230,Trans-Activators (2008-2016),415
D000071231,Carbonic Anhydrases (1994-2016),416
D000071232,Proteoglycans (1996-2016),417
D000071238,"Protein Structure, Tertiary (1997-2016)",418
D000071241,RNA-Binding Proteins (1992-2016),419
D000071243,Flavivirus Infections (1972-2015),420
D000071244,Flavivirus (1964-2015),421
D000071245,Mitochondrial Proteins (1998-2016),422
D000071248,Transcription Factors (2004-2016),423
D000071251,Environment (1963-2016),424
D000071252,Mentors (1988-2016),425
D000071257,Postoperative Complications (1967-2016),426
D000071277,Social Behavior (1969-2016),427
D000071297,HIV Infections (1991-2016),428
D000071316,Forkhead Transcription Factors (2006-2016),429
D000071317,Homeodomain Proteins (2008-2016),430
D000071376,RNA-Binding Proteins (1990-2016),431
D000071377,RNA-Binding Proteins (1991-2016),432
D000071380,Foot Diseases (1963-2016),433
D000071396,Aldehyde Dehydrogenase (1995-2016),434
D000071416,Twist-Related Protein 1 (2007-2016),435
D000071417,Twist-Related Protein 1 (2005-2016),436
D000071419,Transcription Factors (1990-2016),437
D000071421,Life Cycle Stages (1963-2016),438
D000071422,Inbreeding (1974-2016),439
D000071436,Hot Temperature (1964-2016),440
D000071437,Neurons (1978-2016),441
D000071438,Nerve Tissue Proteins (2005-2016),442
D000071439,Y Chromosome (1986-2016),443
D000071441,Psychotherapy (2010-2016),444
D000071443,Cell Adhesion Molecules (2004-2016),445
D000071444,Movement (1964-2016),446
D000071446,Axons (1969-2016),447
D000071447,Proto-Oncogene Proteins (2012-2016),448
D000071448,Axons (1983-2016),449
D000071449,Serine Endopeptidases (2003-2016),450
D000071450,ATP-Binding Cassette Transporters (2004-2016),451
D000071451,Lectins (2003-2016),452
D000071456,Heat-Shock Proteins (1996-2016),453
D000071457,DEAD-box RNA Helicases (2006-2016),454
D000071458,"Protein Structure, Tertiary (2007-2016)",455
D000071459,"Receptors, Tumor Necrosis Factor (1995-2016)",456
D000071461,Death Domain Receptor Signaling Adaptor Proteins (2007-2016),457
D000071476,CARD Signaling Adaptor Proteins (2006-2016),458
D000071477,Testis (1963-2016),459
D000071478,Cytidine Deaminase (1991-2016),460
D000071480,Cytidine Deaminase (2007-2016),461
D000071496,Dioxygenases (2004-2016),462
D000071497,Vaccines (1963-2016),463
D000071498,DNA Repair Enzymes (2005-2016),464
D000071499,Dioxygenases (2004-2016),465
D000071500,Dioxygenases (2006-2016),466
D000071501,Dioxygenases (2014-2016),467
D000071502,Dioxygenases (2011-2016),468
D000071516,Proteins (2008-2016),469
D000071538,Bone and Bones (1963-2016),470
D000071556,Bone and Bones (1963-2016),471
D000071596,Abdominal Wall (1965-2016),472
D000071617,Oncogene Proteins (1997-2016),473
D000071656,"Receptors, Notch (2006-2016)",474
D000071657,RecQ Helicases (2006-2016),475
D000071678,"Repetitive Sequences, Amino Acid (1999-2016)",476
D000071682,"Protein Structure, Tertiary (1998-2016)",477
D000071696,Proteomics (2004-2016),478
D000071697,Obesity (1978-2016),479
D000071698,"Diabetes Mellitus, Type 2 (1994-2016)",480
D000071699,"Vestibule, Labyrinth (1963-2016)",481
D000071700,Retinitis Pigmentosa (1981-2016),482
D000071736,Membrane Proteins (1997-2016),483
D000071737,Membrane Proteins (1997-2016),484
D000071738,Membrane Glycoproteins (2008-2016),485
D000071739,Calcium Channels (1995-2016),486
D000071740,Calcium Channels (2008-2016),487
D000071741,Membrane Proteins (2006-2016),488
D000071757,"Protein Structure, Tertiary (1995-2016)",489
D000071776,Molecular Sequence Data (1994-2016),490
D000071796,Transcription Factors (2006-2016),491
D000071799,Transcription Factors (2004-2016),492
D000071816,Pregnancy Proteins (1985-2016),493
D000071818,Wnt Proteins (2006-2016),494
D000071821,Nerve Tissue Proteins (1995-2016),495
D000071826,Automobile Driving (2007-2016),496
D000071856,RNA-Binding Proteins (1997-2016),497
D000071857,Intracellular Signaling Peptides and Proteins (2005-2016),498
D000071896,Somatoform Disorders (1985-2016),499
D000071936,Nipples (1963-2016),500
D000071937,Cerebrovascular Circulation (1967-2016),501
D000071938,Fascia/surgery (1965-2016),502
D000071939,Stroke/rehabilitation (1982-2016),503
D000071940,Elementary Particles (1970-2016),504
D000071941,Enema (1963-2016),505
D000071956,Heart Injuries (1964-2016),506
D000071959,Case Management (1995-2016),507
D000071960,"Carcinoma, Lobular (1984-2016)",508
D000071976,Thigh (1965-2016),509
D000071997,Microbiological Techniques (1963-2016),510
D000071999,S100 Proteins (2003-2016),511
D000072,Sulfones (1972-1974),512
D000072001,Diet (1981-2016),513
D000072002,Prions (2006-2016),514
D000072017,Ubiquitin-Specific Proteases (2014-2016),515
D000072018,Audiology (1977-2016),516
D000072019,Intracellular Signaling Peptides and Proteins (2004-2016),517
D000072036,Prophylactic Surgical Procedures (2014-2016),518
D000072038,Cardiovascular Diseases (1963-2016),519
D000072039,Joint Dislocations (1963-2016),520
D000072040,Apolipoproteins A (2006-2016),521
D000072041,Transcription Factors (1991-2016),522
D000072056,Homeodomain Proteins (1994-2016),523
D000072077,Anesthesiology (1964-2016),524
D000072078,"Tomography, X-Ray Computed (1984-2016)",525
D000072080,Anesthesiology (1964-2016),526
D000072085,Dermatology (1963-2016),527
D000072086,"Receptors, G-Protein-Coupled (2004-2016)",528
D000072087,Occupational Therapy (1965-2016),529
D000072096,Cardiology (1963-2016),530
D000072097,Endocrinology(1969-2016),531
D000072098,"Tomography, X-Ray Computed (2002-2016)",532
D000072102,Gastroenterology (1963-2016),533
D000072103,Medical Oncology (1978-2016),534
D000072104,Nephrology (1985-2016),535
D000072106,Pulmonary Medicine (1989-2016),536
D000072117,Counseling (1963-2016),537
D000072137,Smoking (2012-2016),538
D000072138,Insect Vectors (1964-2016),539
D000072139,DNA Viruses (1999-2016),540
D000072140,Rheumatology (1980-2016),541
D000072141,Neurology (1963-2016),542
D000072142,Pathology (1963-2016),543
D000072143,Pediatrics (1963-2016),544
D000072156,Neonatology (1984-2016),545
D000072157,Physical and Rehabilitation Medicine (1964-2016),546
D000072158,Epidemiology (1964-2016),547
D000072161,Orthopedics (1963-2016),548
D000072162,Optometry (1963-2016),549
D000072163,Ophthalmology (1963-2016),550
D000072176,Electromagnetic Phenomena (1972-2016),551
D000072177,Radiology (1963-2016),552
D000072178,Urology (1963-2016),553
D000072179,"Receptors, Cell Surface (2006-2016)",554
D000072180,Phosphoric Monoester Hydrolases (1999-2016),555
D000072183,Phosphoric Monoester Hydrolases (1996-2016),556
D000072197,Membrane Proteins (2004-2016),557
D000072218,Endodontics (1968-2016),558
D000072219,Geriatrics (1969-2016),559
D000072220,Otolaryngology (1964-2016),560
D000072221,Neonatal Nursing (1993-2016),561
D000072222,Pediatric Nursing (1963-2016),562
D000072226,"Tomography, X-Ray Computed (1978-2016)",563
D000072227,Shoulder Joint (1975-2016),564
D000072228,Shoulder Joint (1975-2016),565
D000072229,Posterior Cruciate Ligament/surgery (1991-2016),566
D000072230,Treatment Outcome (1999-2016),567
D000072231,Radiotherapy Dosage (1970-2016),568
D000072232,Radiometry (1964-2016),569
D000072234,Tissue Donors (2011-2016),570
D000072257,Reactive Oxygen Species (1993-2016),571
D000072258,Neoplasms (1977-2016),572
D000072260,RNA-Binding Proteins (1989-2016),573
D000072277,Respiratory Function Tests (1984-2016),574
D000072278,Forkhead Transcription Factors (2006-2016),575
D000072280,Milk/microbiology (1967-2016),576
D000072282,Escherichia coli (2000-2016),577
D000072283,"Cell Line, Tumor (2004-2016)",578
D000072316,Dioxins (1968-2016),579
D000072318,Benzofurans (1980-2016),580
D000072336,T-Lymphocytes (2005-2016),581
D000072339,Transsexualism (2001-2016),582
D000072357,Behavior Therapy (2005-2016),583
D000072359,Cyanobacteria (1969-2016),584
D000072376,Hydroxycholesterols (1982-2016),585
D000072378,Radiation Oncology (1994-2016),586
D000072416,Protein Conformation (1981-2016),587
D000072441,DNA (2001-2016),588
D000072458,Orientation (1964-2016),589
D000072461,Cytochrome P-450 Enzyme System (1999-2016),590
D000072466,Behavior Therapy (2005-2016),591
D000072467,Cytochrome P-450 Enzyme System (1992-2016),592
D000072469,Cytochrome P-450 Enzyme System (2004-2016),593
D000072470,Cytochrome P-450 Enzyme System (1991-2016),594
D000072471,Heterocyclic Compounds (1966-2016),595
D000072472,Cytochrome P-450 Enzyme System (1995-2016),596
D000072473,Polycyclic Compounds (1975-2016),597
D000072474,Cholesterol 7-alpha-Hydroxylase (1992-2016),598
D000072475,Cytochrome P-450 Enzyme System (1999-2016),599
D000072476,Steroid 11-beta-Hydroxylase (1993-2016),600
D000072477,Cytochrome P-450 Enzyme System (1997-2016),601
D000072478,Steroid 17-alpha-Hydroxylase (1989-2016),602
D000072496,Aromatase (1991-2016),603
D000072497,Steroid 21-Hydroxylase (1989-2016),604
D000072498,Vitamin D3 24-Hydroxylase (1993-2016),605
D000072500,Cytochrome P-450 Enzyme System (1997-2016),606
D000072501,Steroid Hydroxylases (1994-2016),607
D000072503,Steroid Hydroxylases (1999-2016),608
D000072505,Cytochrome P-450 Enzyme System (1992-2016),609
D000072576,Transcription Factors (1995-2016),610
D000072577,Morals (1980-2016),611
D000072596,"Receptors, Virus (2004-2016)",612
D000072597,"Receptors, Virus (2004-2016)",613
D000072598,Nuclear Proteins (1992-2016),614
D000072599,Physical Fitness (1967-2016),615
D000072600,Cartilage (1963-2016),616
D000072601,Catheters (1963-2016),617
D000072636,Trans-Activators (1993-2016),618
D000072637,Thyroid Gland/cytology (1967-2016),619
D000072638,Electronic Health Records (2010-2016),620
D000072640,DEAD-box RNA Helicases (2006-2016),621
D000072645,Tumor Microenvironment (2010-2016),622
D000072656,Postoperative Complications (1963-2016),623
D000072657,Myocardial Infarction (1999-2016),624
